02779d29-ef0e-44b6-a65f-42704779bcc0|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
02779d29-ef0e-44b6-a65f-42704779bcc0|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa
02d95d3e-8132-4e94-ac75-d10c840729a8|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa
02d95d3e-8132-4e94-ac75-d10c840729a8|martyr|101a0b9d-2623-428b-0129-7f8347cfc3fa
02d95d3e-8132-4e94-ac75-d10c840729a8|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa
03151f7f-7ca2-4043-877f-e3f4d6f35c17|Armstrong 1.92/1.93|Statement
03151f7f-7ca2-4043-877f-e3f4d6f35c17|inscription|8b2444c1-127f-4757-b4ef-dfba5f4424b1
03151f7f-7ca2-4043-877f-e3f4d6f35c17|tabula ansata|101a0b9d-2623-428b-0161-7f8347cfc3fa
032e10e1-6dde-4539-8aac-f6010054e9aa|Armstrong 9.9-9.10B|Statement
032e10e1-6dde-4539-8aac-f6010054e9aa|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
032e10e1-6dde-4539-8aac-f6010054e9aa|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
032e10e1-6dde-4539-8aac-f6010054e9aa|toga|101a0b9d-2623-428b-0222-7f8347cfc3fa
032e10e1-6dde-4539-8aac-f6010054e9aa|arena|101a0b9d-2623-428b-0185-7f8347cfc3fa
0348b150-488d-4134-9cca-f06a61850c19|wreath|c56a2f63-a6ad-4ce0-a4de-5d996f3d63b7
0348b150-488d-4134-9cca-f06a61850c19|Armstrong 1.72|Statement
0348b150-488d-4134-9cca-f06a61850c19|Atlante 32|Statement
038b66d5-c9c0-4272-8232-1e238a1b2879|charioteer|101a0b9d-2623-428b-0139-7f8347cfc3fa
038b66d5-c9c0-4272-8232-1e238a1b2879|hunter|101a0b9d-2623-428b-0141-7f8347cfc3fa
038b66d5-c9c0-4272-8232-1e238a1b2879|chariot|101a0b9d-2623-428b-0160-7f8347cfc3fa
038b66d5-c9c0-4272-8232-1e238a1b2879|horses|101a0b9d-2623-428b-0027-7f8347cfc3fa
0391ff61-17b0-41a4-a36f-9b543f808e8e|Hayes 5|Statement
0391ff61-17b0-41a4-a36f-9b543f808e8e|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa
03bf5dca-ef56-4d0d-9787-b97d4eefb831|hare|101a0b9d-2623-428b-0026-7f8347cfc3fa
051e35ab-1dc3-4d0a-a308-065d53cfd55a|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa
053de06b-8d79-4110-bf62-b2632dad6b39|Armstrong 1.79|Statement
053de06b-8d79-4110-bf62-b2632dad6b39|wreath|c56a2f63-a6ad-4ce0-a4de-5d996f3d63b7
055f173d-3b84-417c-aae2-2f48f2e27a76|inscription|8b2444c1-127f-4757-b4ef-dfba5f4424b1
056c2552-244f-4f75-bee3-1e0c3431dc08|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa
056c2552-244f-4f75-bee3-1e0c3431dc08|Armstrong 8.223B|Statement
056c2552-244f-4f75-bee3-1e0c3431dc08|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa
056c2552-244f-4f75-bee3-1e0c3431dc08|Löwenstein Heilung der Blutflüssigen A|Statement
056c2552-244f-4f75-bee3-1e0c3431dc08|woman with the issue of blood|101a0b9d-2623-428b-0136-7f8347cfc3fa
056c2552-244f-4f75-bee3-1e0c3431dc08|long tunic|101a0b9d-2623-428b-0213-7f8347cfc3fa
057c5b9f-cba4-4042-b555-f651f3b90819|Hayes 42|Statement
057c5b9f-cba4-4042-b555-f651f3b90819|circle line|101a0b9d-2623-428b-0236-7f8347cfc3fa
05b81d71-d2d5-456d-bb05-ebcc4db3f076|tabula ansata|101a0b9d-2623-428b-0161-7f8347cfc3fa
05b81d71-d2d5-456d-bb05-ebcc4db3f076|Armstrong 1.89|Statement
065cf579-c0c6-4296-82f7-7a134efd5aeb|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa
065f60e2-b8ad-4ece-8a41-08fef70a44e0|Armstrong 8.194|Statement
065f60e2-b8ad-4ece-8a41-08fef70a44e0|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa
065f60e2-b8ad-4ece-8a41-08fef70a44e0|Good Shepherd|101a0b9d-2623-428b-0123-7f8347cfc3fa
065f60e2-b8ad-4ece-8a41-08fef70a44e0|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
065f60e2-b8ad-4ece-8a41-08fef70a44e0|phrygian cap|101a0b9d-2623-428b-0218-7f8347cfc3fa
065f60e2-b8ad-4ece-8a41-08fef70a44e0|short belted tunic|101a0b9d-2623-428b-0219-7f8347cfc3fa
065f60e2-b8ad-4ece-8a41-08fef70a44e0|ram|101a0b9d-2623-428b-0038-7f8347cfc3fa
065f60e2-b8ad-4ece-8a41-08fef70a44e0|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa
0660eacb-a99b-4804-bd9e-4897692be9ae|concentric circle|101a0b9d-2623-428b-0238-7f8347cfc3fa
0660eacb-a99b-4804-bd9e-4897692be9ae|trefoil pattern|101a0b9d-2623-428b-0254-7f8347cfc3fa
0660eacb-a99b-4804-bd9e-4897692be9ae|Hayes 28|Statement
0664b2b7-ac70-414b-9ea3-ebaa6e35e125|Armstrong 3.8|Statement
0664b2b7-ac70-414b-9ea3-ebaa6e35e125|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa
0686dca5-4614-418f-99c3-e167c3bad172|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
0686dca5-4614-418f-99c3-e167c3bad172|Jonah|101a0b9d-2623-428b-0126-7f8347cfc3fa
0686dca5-4614-418f-99c3-e167c3bad172|sea-monster|101a0b9d-2623-428b-0078-7f8347cfc3fa
0686dca5-4614-418f-99c3-e167c3bad172|Armstrong 8.212|Statement
06ae3f0f-7a69-4cd1-a43e-a47bc92effab|blossom|a7b2c650-5e05-41ef-bb97-b3c9c26ccb16
06ae3f0f-7a69-4cd1-a43e-a47bc92effab|Hayes 58|Statement
06bf6c3f-dbcc-448a-b5e8-7517121f8a2a|Armstrong 6.43|Statement
06bf6c3f-dbcc-448a-b5e8-7517121f8a2a|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa
06c8ee00-519f-4cb5-8ccc-156fd0ea581e|Atlante 32|Statement
06c8ee00-519f-4cb5-8ccc-156fd0ea581e|Armstrong 1.72|Statement
06c8ee00-519f-4cb5-8ccc-156fd0ea581e|wreath|c56a2f63-a6ad-4ce0-a4de-5d996f3d63b7
06f0f787-b26d-419f-8a60-a7199c7cc2d3|arch|101a0b9d-2623-428b-0184-7f8347cfc3fa
06f0f787-b26d-419f-8a60-a7199c7cc2d3|column|101a0b9d-2623-428b-0187-7f8347cfc3fa
06f0f787-b26d-419f-8a60-a7199c7cc2d3|Armstrong 2.31|Statement
0722dca1-1847-4020-9788-c9d1cad047dd|Triton|101a0b9d-2623-428b-0115-7f8347cfc3fa
0732e3af-9fba-49c7-b446-988386b48b91|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa
0732e3af-9fba-49c7-b446-988386b48b91|ship|101a0b9d-2623-428b-0158-7f8347cfc3fa
0732e3af-9fba-49c7-b446-988386b48b91|Löwenstein Erotengelage IV|Statement
07672812-4fd9-4d9e-b3c5-a28af6b4cddc|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa
07672812-4fd9-4d9e-b3c5-a28af6b4cddc|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa
07672812-4fd9-4d9e-b3c5-a28af6b4cddc|Armstrong 5.106|Statement
076be09f-96bb-4595-ada1-abcea4d4bfef|Löwenstein Erotengelage?|Statement
076be09f-96bb-4595-ada1-abcea4d4bfef|ship|101a0b9d-2623-428b-0158-7f8347cfc3fa
076be09f-96bb-4595-ada1-abcea4d4bfef|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa
07ad8d8e-9e50-46d7-b917-101c87966f14|bow|101a0b9d-2623-428b-0165-7f8347cfc3fa
07ad8d8e-9e50-46d7-b917-101c87966f14|Atlante 133|Statement
07ad8d8e-9e50-46d7-b917-101c87966f14|Löwenstein Hercules IX|Statement
07ad8d8e-9e50-46d7-b917-101c87966f14|lionsskin|101a0b9d-2623-428b-0211-7f8347cfc3fa
07ad8d8e-9e50-46d7-b917-101c87966f14|Hercules|101a0b9d-2623-428b-0091-7f8347cfc3fa
07ad8d8e-9e50-46d7-b917-101c87966f14|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
07ad8d8e-9e50-46d7-b917-101c87966f14|club|101a0b9d-2623-428b-0162-7f8347cfc3fa
07ad8d8e-9e50-46d7-b917-101c87966f14|Armstrong 8.112|Statement
07b614a7-edde-482d-a61b-3cc577a3e5df|tabula ansata|101a0b9d-2623-428b-0161-7f8347cfc3fa
07b614a7-edde-482d-a61b-3cc577a3e5df|Armstrong 1.89|Statement
08ceef00-1191-4acc-a9de-6d30aa70ac0a|Hayes 100|Statement
08ceef00-1191-4acc-a9de-6d30aa70ac0a|lozenges|101a0b9d-2623-428b-0245-7f8347cfc3fa
08f60baf-fd6c-4a2f-a99d-ba559275c151|Armstrong 1.74|Statement
08f60baf-fd6c-4a2f-a99d-ba559275c151|wreath|c56a2f63-a6ad-4ce0-a4de-5d996f3d63b7
09027a20-ad04-46b8-8dea-64f3eeb10f97|circle with arcs and circle at center|f49491a5-0978-4e93-8379-3e4498f9b931
09027a20-ad04-46b8-8dea-64f3eeb10f97|circle with dot-fringes and cross|662756b5-b08a-4576-9932-d6ae88292d90
09027a20-ad04-46b8-8dea-64f3eeb10f97|Hayes 87|Statement
09027a20-ad04-46b8-8dea-64f3eeb10f97|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa
09495341-298f-4be2-9dca-2cdd7206d831|inscription|8b2444c1-127f-4757-b4ef-dfba5f4424b1
09495341-298f-4be2-9dca-2cdd7206d831|Armstrong 9.2|Statement
096c95b6-fc3b-468e-a2ea-2e68c5b8fddf|short belted tunic|101a0b9d-2623-428b-0219-7f8347cfc3fa
096c95b6-fc3b-468e-a2ea-2e68c5b8fddf|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa
096c95b6-fc3b-468e-a2ea-2e68c5b8fddf|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
096c95b6-fc3b-468e-a2ea-2e68c5b8fddf|breast-band|101a0b9d-2623-428b-0206-7f8347cfc3fa
096c95b6-fc3b-468e-a2ea-2e68c5b8fddf|Solomon|101a0b9d-2623-428b-0135-7f8347cfc3fa
096c95b6-fc3b-468e-a2ea-2e68c5b8fddf|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa
096c95b6-fc3b-468e-a2ea-2e68c5b8fddf|Armstrong 8.231|Statement
097e2036-9135-432a-8e35-6b63f795bd08|Armstrong 6.83|Statement
097e2036-9135-432a-8e35-6b63f795bd08|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa
09b08075-bdcd-41d7-8901-c0f9526c35f8|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa
09b08075-bdcd-41d7-8901-c0f9526c35f8|concentric circle|101a0b9d-2623-428b-0238-7f8347cfc3fa
09b08075-bdcd-41d7-8901-c0f9526c35f8|circle line|101a0b9d-2623-428b-0236-7f8347cfc3fa
09b08075-bdcd-41d7-8901-c0f9526c35f8|dots|5481af93-bed2-4bd7-9561-046fa3120eb6
0a80c584-82f7-4057-9915-3c11b3e8e2a1|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
0a80c584-82f7-4057-9915-3c11b3e8e2a1|Armstrong 8.140|Statement
0a80c584-82f7-4057-9915-3c11b3e8e2a1|Löwenstein Jünglinge im Feuerofen A|Statement
0a94ccb5-b258-41bc-a6b0-6d7569e52356|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa
0a94ccb5-b258-41bc-a6b0-6d7569e52356|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa
0a94ccb5-b258-41bc-a6b0-6d7569e52356|Löwenstein Oceanusmaske III|Statement
0a94ccb5-b258-41bc-a6b0-6d7569e52356|Armstrong 5.98/5.99|Statement
0ad9316e-103b-4980-b2a9-cac25aa197ee|short belted tunic|101a0b9d-2623-428b-0219-7f8347cfc3fa
0ad9316e-103b-4980-b2a9-cac25aa197ee|Abraham|101a0b9d-2623-428b-0118-7f8347cfc3fa
0ad9316e-103b-4980-b2a9-cac25aa197ee|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa
0ad9316e-103b-4980-b2a9-cac25aa197ee|knife|101a0b9d-2623-428b-0168-7f8347cfc3fa
0afdd4f2-6f96-4c40-b7f0-f12e32df3eb0|Armstrong 9.13|Statement
0afdd4f2-6f96-4c40-b7f0-f12e32df3eb0|shield|101a0b9d-2623-428b-0171-7f8347cfc3fa
0afdd4f2-6f96-4c40-b7f0-f12e32df3eb0|venator|101a0b9d-2623-428b-0146-7f8347cfc3fa
0afdd4f2-6f96-4c40-b7f0-f12e32df3eb0|Atlante C V|Statement
0b266c06-9432-44dc-b48d-5b46bac11af6|peplos|101a0b9d-2623-428b-0217-7f8347cfc3fa
0b266c06-9432-44dc-b48d-5b46bac11af6|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa
0b266c06-9432-44dc-b48d-5b46bac11af6|throne|101a0b9d-2623-428b-0183-7f8347cfc3fa
0b266c06-9432-44dc-b48d-5b46bac11af6|Minerva|101a0b9d-2623-428b-0098-7f8347cfc3fa
0b266c06-9432-44dc-b48d-5b46bac11af6|Armstrong 8.44|Statement
0b266c06-9432-44dc-b48d-5b46bac11af6|Löwenstein Minerva V|Statement
0b266c06-9432-44dc-b48d-5b46bac11af6|helmet|101a0b9d-2623-428b-0167-7f8347cfc3fa
0b53ca92-25df-416d-bb17-1d8053525e5b|Atlante 14|Statement
0b53ca92-25df-416d-bb17-1d8053525e5b|Armstrong 2.43|Statement
0b53ca92-25df-416d-bb17-1d8053525e5b|palm-branch|101a0b9d-2623-428b-0065-7f8347cfc3fa
0b70a3cf-b7a5-4b43-af0d-2e74bba2c4d2|triangle|101a0b9d-2623-428b-0253-7f8347cfc3fa
0ba8bb87-c3de-438a-85c2-1686b99b66c2|Atlante 32|Statement
0ba8bb87-c3de-438a-85c2-1686b99b66c2|wreath|c56a2f63-a6ad-4ce0-a4de-5d996f3d63b7
0ba8bb87-c3de-438a-85c2-1686b99b66c2|Armstrong 1.72|Statement
0cd55963-de3c-40ad-930e-0a36110b23d5|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa
0cd55963-de3c-40ad-930e-0a36110b23d5|Armstrong 5.17|Statement
0ce1b619-eda2-4c8d-afab-2b7781bcf3e6|boar|101a0b9d-2623-428b-0012-7f8347cfc3fa
0ce1b619-eda2-4c8d-afab-2b7781bcf3e6|Armstrong 6.101|Statement
0d26c1ca-c360-488e-be08-c0eb74ddede9|fiery furnace|101a0b9d-2623-428b-0151-7f8347cfc3fa
0d26c1ca-c360-488e-be08-c0eb74ddede9|Armstrong 8.139|Statement
0d26c1ca-c360-488e-be08-c0eb74ddede9|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
0d28d0ad-edf7-4cdd-ac43-26a8eecafaa7|loincloth|101a0b9d-2623-428b-0212-7f8347cfc3fa
0d28d0ad-edf7-4cdd-ac43-26a8eecafaa7|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
0d3d67ce-dbff-4f50-b812-bb137de690ea|Löwenstein Herbsthore|Statement
0d3d67ce-dbff-4f50-b812-bb137de690ea|Armstrong 8.159|Statement
0d3d67ce-dbff-4f50-b812-bb137de690ea|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa
0d3d67ce-dbff-4f50-b812-bb137de690ea|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa
0d692354-7ec5-4fb9-8169-f6cba1971c68|Armstrong 6.82|Statement
0d692354-7ec5-4fb9-8169-f6cba1971c68|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa
0d8e450d-acb6-4037-9594-c5bc925f1895|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa
0d8e450d-acb6-4037-9594-c5bc925f1895|Armstrong 9.3A-D|Statement
0d8e450d-acb6-4037-9594-c5bc925f1895|Achilles|101a0b9d-2623-428b-0080-7f8347cfc3fa
0d8e450d-acb6-4037-9594-c5bc925f1895|boy|101a0b9d-2623-428b-0006-7f8347cfc3fa
0d8e450d-acb6-4037-9594-c5bc925f1895|Löwenstein Übergabe Achills an Chiron|Statement
0d8e450d-acb6-4037-9594-c5bc925f1895|Thetis|101a0b9d-2623-428b-0114-7f8347cfc3fa
0dfe0ffc-6f0c-4acb-b2f3-e77c923aff85|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa
0dfe0ffc-6f0c-4acb-b2f3-e77c923aff85|Atlante 39|Statement
0dfe0ffc-6f0c-4acb-b2f3-e77c923aff85|Armstrong 3.14|Statement
0e32fec3-d709-4485-83af-874c8a068836|blossom|101a0b9d-2623-428b-0232-7f8347cfc3fa
0e3ee98b-5c30-432a-9fbb-fd922e967628|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa
0e3ee98b-5c30-432a-9fbb-fd922e967628|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa
0e4716ee-f9e0-4c5b-b222-6cf9870a3d23|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa
0e4716ee-f9e0-4c5b-b222-6cf9870a3d23|Atlante 181|Statement
0e4716ee-f9e0-4c5b-b222-6cf9870a3d23|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa
0e4716ee-f9e0-4c5b-b222-6cf9870a3d23|Armstrong 5.110|Statement
0e9b5da0-dda3-453c-808a-2f7eb0a3fc53|human head|101a0b9d-2623-428b-0256-7f8347cfc3fa
0e9b5da0-dda3-453c-808a-2f7eb0a3fc53|leaf-spray|8df6d8b5-832c-4e67-9feb-ce20031e9b0b
0ece4616-6dea-4c91-b466-bcd7676c4130|sand|bb9a27ba-ebe6-4f3e-a95a-1522d82278a8
0eeab2b7-39db-4401-921c-6e9a27b5c8e2|Armstrong 3.20|Statement
0eeab2b7-39db-4401-921c-6e9a27b5c8e2|leaf|101a0b9d-2623-428b-0060-7f8347cfc3fa
0eeab2b7-39db-4401-921c-6e9a27b5c8e2|oak|101a0b9d-2623-428b-0063-7f8347cfc3fa
0eeab2b7-39db-4401-921c-6e9a27b5c8e2|Atlante 9|Statement
0eeb912a-4b5a-4a3e-b5ff-8fd61ff3d660|pallium|101a0b9d-2623-428b-0215-7f8347cfc3fa
0eeb912a-4b5a-4a3e-b5ff-8fd61ff3d660|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
0f2935f0-079b-42ab-83a1-9308ade79a12|human|101a0b9d-2623-428b-0002-7f8347cfc3fa
0f2935f0-079b-42ab-83a1-9308ade79a12|cave|101a0b9d-2623-428b-0179-7f8347cfc3fa
0f2935f0-079b-42ab-83a1-9308ade79a12|Armstrong 8.126|Statement
0f3efd50-840e-4685-82ce-b954585ae8ff|log for firewood|d32c8767-05a6-433a-99f4-a80bfca8450e
0f704c9e-6f2b-436a-b21c-ec19b56143de|Chi Rho|101a0b9d-2623-428b-0234-7f8347cfc3fa
0fbcb9b8-614a-46d0-bbca-816751782140|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa
0fbcb9b8-614a-46d0-bbca-816751782140|Armstrong 6.76|Statement
0fc6f9f1-d91a-4782-a151-2c225eeed5f3|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa
0febf4bf-70be-4c07-a70c-8bbf84951527|tree|101a0b9d-2623-428b-0070-7f8347cfc3fa
0febf4bf-70be-4c07-a70c-8bbf84951527|Löwenstein Entdeckung Achills auf Skyros|Statement
10254841-7ed0-4965-8cbb-f52cdd25b922|Löwenstein Entdeckung Achills auf Skyros|Statement
10254841-7ed0-4965-8cbb-f52cdd25b922|man|101a0b9d-2623-428b-0003-7f8347cfc3fa
10254841-7ed0-4965-8cbb-f52cdd25b922|short-sleeved belted tunic|101a0b9d-2623-428b-0221-7f8347cfc3fa
10254841-7ed0-4965-8cbb-f52cdd25b922|dagger|101a0b9d-2623-428b-0166-7f8347cfc3fa
10254841-7ed0-4965-8cbb-f52cdd25b922|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa
10254841-7ed0-4965-8cbb-f52cdd25b922|Armstrong 9.3A-D|Statement
10254841-7ed0-4965-8cbb-f52cdd25b922|Ulysses|101a0b9d-2623-428b-0103-7f8347cfc3fa
1036da57-822d-4b96-b334-7d484e1e201a|human|101a0b9d-2623-428b-0002-7f8347cfc3fa
103f2599-059d-43b0-8676-548ede4ab13d|hunter|101a0b9d-2623-428b-0141-7f8347cfc3fa
1064165e-a27e-41b2-88c4-8f0dd1cb2a16|men|101a0b9d-2623-428b-0003-7f8347cfc3fa
1064165e-a27e-41b2-88c4-8f0dd1cb2a16|grapes|101a0b9d-2623-428b-0057-7f8347cfc3fa
1117bf83-9694-461f-831e-7970bd021af6|ornament|1646e24b-2aca-46a5-a118-e3c2d8859410
1117bf83-9694-461f-831e-7970bd021af6|dot fringes|3b790ee8-7abb-467c-9863-ba7e68645fd3
118a3621-e9ff-4693-968b-ea7a4abae66b|camel|101a0b9d-2623-428b-0016-7f8347cfc3fa
118a3621-e9ff-4693-968b-ea7a4abae66b|Armstrong 6.180|Statement
11a0bd30-41f3-430e-8566-6903dc8a4945|angel|6648c1da-577b-482a-aed3-df1e2f43536f
11d6ab30-ee63-4298-acde-d19158a8aced|Chi Rho|101a0b9d-2623-428b-0234-7f8347cfc3fa
11d6ab30-ee63-4298-acde-d19158a8aced|lozenges|101a0b9d-2623-428b-0245-7f8347cfc3fa
11d6ab30-ee63-4298-acde-d19158a8aced|concentric circle|101a0b9d-2623-428b-0238-7f8347cfc3fa
127fe852-0552-40e7-b11d-08e5dd37c121|column|101a0b9d-2623-428b-0187-7f8347cfc3fa
127fe852-0552-40e7-b11d-08e5dd37c121|Armstrong 2.40|Statement
12d9cdbd-0a85-46a5-94e2-c25ebc4fdfbb|Armstrong 3.35|Statement
12d9cdbd-0a85-46a5-94e2-c25ebc4fdfbb|tree|101a0b9d-2623-428b-0070-7f8347cfc3fa
13c077ac-b737-4d92-a15e-80ab6a5693b3|ship|101a0b9d-2623-428b-0158-7f8347cfc3fa
13c077ac-b737-4d92-a15e-80ab6a5693b3|Armstrong 8.92|Statement
13c077ac-b737-4d92-a15e-80ab6a5693b3|Löwenstein Erotengelage I|Statement
13c077ac-b737-4d92-a15e-80ab6a5693b3|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa
13ec71db-98c7-40ae-9eff-b5ef230146b5|Hayes 228|Statement
13ec71db-98c7-40ae-9eff-b5ef230146b5|soldier|101a0b9d-2623-428b-0145-7f8347cfc3fa
1438a834-c574-4491-b15a-751b56e2e09d|strokes|c10229ef-a21b-4a53-acbe-29524904c63e
144e588a-9e3f-4379-b766-b47d35934487|nymph|69c53b5b-d0ce-4175-954b-e43f300de8a1
144e588a-9e3f-4379-b766-b47d35934487|Armstrong 9.1A-D|Statement
144e588a-9e3f-4379-b766-b47d35934487|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa
144e588a-9e3f-4379-b766-b47d35934487|Pegasus|101a0b9d-2623-428b-0077-7f8347cfc3fa
144e588a-9e3f-4379-b766-b47d35934487|Löwenstein Toilette des Pegasus|Statement
144e588a-9e3f-4379-b766-b47d35934487|Hayes Pegasus and nymphs|Statement
14557798-60d8-4014-91d4-1deb6c151573|Löwenstein mariner Eros I|Statement
14557798-60d8-4014-91d4-1deb6c151573|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa
14557798-60d8-4014-91d4-1deb6c151573|lyre|101a0b9d-2623-428b-0199-7f8347cfc3fa
14557798-60d8-4014-91d4-1deb6c151573|Armstrong 8.19|Statement
14557798-60d8-4014-91d4-1deb6c151573|dolphin|101a0b9d-2623-428b-0020-7f8347cfc3fa
14716ac8-7af2-48f6-955b-82459e4b5ac1|Armstrong|Statement
14716ac8-7af2-48f6-955b-82459e4b5ac1|vine|101a0b9d-2623-428b-0071-7f8347cfc3fa
14716ac8-7af2-48f6-955b-82459e4b5ac1|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa
